fips,unemp
25027,40000
26001,40000
26003,40000
26005,40000
26007,40000
26009,40000
26011,40000
26013,40000
26015,40000
26017,40000
26019,40000
26021,40000
26023,40000
26025,40000
26027,40000
26029,40000
26031,40000
26033,40000
26035,40000
26037,40000
26039,40000
26041,40000
26043,40000
26045,40000
26047,40000
26049,40000
26051,40000
26053,40000
26055,40000
26057,40000
26059,40000
26061,40000
26063,40000
26065,40000
26067,40000
26069,40000
26071,40000
26073,40000
26075,40000
26077,40000
26079,40000
26081,40000
26083,40000
26085,40000
26087,40000
26089,40000
26091,40000
26093,40000
26095,40000
26097,40000
26099,40000
26101,40000
26103,40000
26105,40000
26107,40000
26109,40000
26111,40000
26113,40000
26115,40000
26117,40000
26119,40000
26121,40000
26123,40000
26125,40000
26127,40000
26129,40000
26131,40000
26133,40000
26135,40000
26137,40000
26139,40000
26141,40000
26143,40000
26145,40000
26147,40000
26149,40000
26151,40000
26153,40000
26155,40000
26157,40000
26159,40000
26161,40000
26163,40000
26165,40000
27001,40000
27003,40000
27005,40000
27007,40000
27009,40000
27011,40000
27013,40000
27015,40000
27017,40000
27019,40000
27021,40000
27023,40000
27025,40000
27027,40000
27029,40000
27031,40000
27033,40000
27035,40000
27037,40000
27039,40000
27041,40000
27043,40000
27045,40000
27047,40000
27049,40000
27051,40000
27053,40000
27055,40000
27057,40000
27059,40000
27061,40000
27063,40000
27065,40000
27067,40000
27069,40000
27071,40000
27073,40000
27075,40000
27077,40000
27079,40000
27081,40000
27083,40000
27085,40000
27087,40000
27089,40000
27091,40000
27093,40000
27095,40000
27097,40000
27099,40000
27101,40000
27103,40000
27105,40000
27107,40000
27109,40000
27111,40000
27113,40000
27115,40000
27117,40000
27119,40000
27121,40000
27123,40000
27125,40000
27127,40000
27129,40000
27131,40000
27133,40000
27135,40000
27137,40000
27139,40000
27141,40000
27143,40000
27145,40000
27147,40000
27149,40000
27151,40000
27153,40000
27155,40000
27157,40000
27159,40000
27161,40000
27163,40000
27165,40000
27167,40000
27169,40000
27171,40000
27173,40000
28001,40000
28003,40000
28005,40000
28007,40000
28009,40000
28011,40000
28013,40000
28015,40000
28017,40000
28019,40000
28021,40000
28023,40000
28025,40000
28027,40000
28029,40000
28031,40000
28035,40000
28037,40000
28039,40000
28041,40000
28043,40000
28045,40000
28047,40000
28049,40000
28051,40000
28053,40000
28055,40000
28057,40000
28059,40000
28061,40000
28063,40000
28065,40000
28067,40000
28069,40000
28071,40000
28073,40000
28075,40000
28077,40000
28079,40000
28081,40000
28083,40000
28085,40000
28087,40000
28089,40000
28091,40000
28095,40000
28097,40000
28099,40000
28101,40000
28103,40000
28105,40000
28107,40000
28109,40000
28111,40000
28113,40000
28115,40000
28117,40000
28119,40000
28121,40000
28123,40000
28125,40000
28127,40000
28129,40000
28131,40000
28133,40000
28135,40000
28139,40000
28141,40000
28145,40000
28147,40000
28149,40000
28151,40000
28153,40000
28155,40000
28157,40000
28159,40000
28161,40000
28163,40000
29001,40000
29003,40000
29005,40000
29007,40000
29009,40000
29011,40000
29013,40000
29015,40000
29017,40000
29019,40000
29021,40000
29023,40000
29025,40000
29027,40000
29029,40000
29031,40000
29033,40000
29035,40000
29037,40000
29039,40000
29041,40000
29043,40000
29045,40000
29047,40000
29049,40000
29051,40000
29053,40000
29055,40000
29057,40000
29059,40000
29061,40000
29063,40000
29065,40000
29067,40000
29069,40000
29071,40000
29073,40000
29075,40000
29077,40000
29079,40000
29081,40000
29083,40000
29085,40000
29087,40000
29089,40000
29091,40000
29093,40000
29095,40000
29097,40000
29099,40000
29101,40000
29103,40000
29105,40000
29107,40000
29109,40000
29111,40000
29113,40000
29115,40000
29117,40000
29119,40000
29121,40000
29123,40000
29125,40000
29127,40000
29129,40000
29131,40000
29133,40000
29135,40000
29137,40000
29139,40000
29141,40000
29143,40000
29145,40000
29147,40000
29149,40000
29151,40000
29153,40000
29155,40000
29157,40000
29159,40000
29161,40000
29163,40000
29165,40000
29167,40000
29169,40000
29171,40000
29173,40000
29175,40000
29177,40000
29179,40000
29181,40000
29183,40000
29185,40000
29186,40000
29187,40000
29189,40000
29195,40000
29197,40000
29199,40000
29201,40000
29203,40000
29205,40000
29207,40000
29209,40000
29211,40000
29213,40000
29215,40000
29217,40000
29219,40000
29221,40000
29223,40000
29225,40000
29227,40000
29229,40000
29510,40000
30001,40000
30003,40000
30005,40000
30007,40000
30009,40000
30011,40000
30013,40000
30015,40000
30017,40000
30019,40000
30021,40000
30023,40000
30025,40000
30027,40000
30029,40000
30031,40000
30033,40000
30035,40000
30037,40000
30039,40000
30041,40000
30043,40000
30045,40000
30047,40000
30049,40000
30051,40000
30053,40000
30055,40000
30057,40000
30059,40000
30061,40000
30063,40000
30065,40000
30067,40000
30069,40000
30071,40000
30073,40000
30075,40000
30077,40000
30079,40000
30081,40000
30083,40000
30085,40000
30087,40000
30089,40000
30091,40000
30093,40000
30095,40000
30097,40000
30099,40000
30101,40000
30103,40000
30105,40000
30107,40000
30109,40000
30111,40000
31001,40000
31003,40000
31005,40000
31007,40000
31009,40000
31011,40000
31013,40000
31015,40000
31017,40000
31019,40000
31021,40000
31023,40000
31025,40000
31027,40000
31029,40000
31031,40000
31033,40000
31035,40000
31037,40000
31039,40000
31041,40000
31043,40000
31045,40000
31047,40000
31049,40000
31051,40000
31053,40000
31055,40000
31057,40000
31059,40000
31061,40000
31063,40000
31065,40000
31067,40000
31069,40000
31071,40000
31073,40000
31075,40000
31077,40000
31079,40000
31081,40000
31083,40000
31085,40000
31087,40000
31089,40000
31091,40000
31093,40000
31095,40000
31097,40000
31099,40000
31101,40000
31103,40000
31105,40000
31107,40000
31109,40000
31111,40000
31113,40000
31115,40000
31117,40000
31119,40000
31121,40000
31123,40000
31125,40000
31127,40000
31129,40000
31131,40000
31133,40000
31135,40000
31137,40000
31139,40000
31141,40000
31143,40000
31145,40000
31147,40000
31149,40000
31151,40000
31153,40000
31155,40000
31157,40000
31159,40000
31161,40000
31163,40000
31165,40000
31167,40000
31169,40000
31171,40000
31173,40000
31175,40000
31177,40000
31179,40000
31181,40000
31183,40000
31185,40000
32001,40000
32003,40000
32005,40000
32007,40000
32009,40000
32011,40000
32013,40000
32015,40000
32017,40000
32019,40000
32021,40000
32023,40000
32027,40000
32029,40000
32031,40000
32033,40000
32510,40000
33001,40000
33003,40000
33005,40000
33007,40000
33009,40000
33011,40000
33013,40000
33015,40000
33017,40000
33019,40000
34001,40000
34003,40000
34005,40000
34007,40000
34009,40000
34011,40000
34013,40000
34015,40000
34017,40000
34019,40000
34021,40000
34023,40000
34025,40000
34027,40000
34029,40000
34031,40000
34033,40000
34035,40000
34037,40000
34039,40000
34041,40000
35001,40000
35003,40000
35005,40000
35006,40000
35007,40000
35009,40000
35011,40000
35013,40000
35015,40000
35017,40000
35019,40000
35021,40000
35023,40000
35025,40000
35027,40000
35028,40000
35029,40000
35031,40000
35033,40000
35035,40000
35037,40000
35039,40000
35041,40000
35043,40000
35045,40000
35047,40000
35049,40000
35051,40000
35053,40000
35055,40000
35057,40000
35059,40000
35061,40000
36001,40000
36003,40000
36005,40000
36007,40000
36009,40000
36011,40000
36013,40000
36015,40000
36017,40000
36019,40000
36021,40000
36023,40000
36025,40000
36027,40000
36029,40000
36031,40000
36033,40000
36035,40000
36037,40000
36039,40000
36041,40000
36043,40000
36045,40000
36047,40000
36049,40000
36051,40000
36053,40000
36055,40000
36057,40000
36059,40000
36061,40000
36063,40000
36065,40000
36067,40000
36069,40000
36071,40000
36073,40000
36075,40000
36077,40000
36079,40000
36081,40000
36083,40000
36085,40000
36087,40000
36089,40000
36091,40000
36093,40000
36095,40000
36097,40000
36099,40000
36101,40000
36103,40000
36105,40000
36107,40000
36109,40000
36111,40000
36113,40000
36115,40000
36117,40000
36119,40000
36121,40000
36123,40000
37001,40000
37003,40000
37005,40000
37007,40000
37009,40000
37011,40000
37013,40000
37015,40000
37017,40000
37019,40000
37021,40000
37023,40000
37025,40000
37027,40000
37029,40000
37031,40000
37033,40000
37035,40000
37037,40000
37039,40000
37041,40000
37043,40000
37045,40000
37047,40000
37049,40000
37051,40000
37053,40000
37055,40000
37057,40000
37059,40000
37061,40000
37063,40000
37065,40000
37067,40000
37069,40000
37071,40000
37073,40000
37075,40000
37077,40000
37079,40000
37081,40000
37083,40000
37085,40000
37087,40000
37089,40000
37091,40000
37093,40000
37095,40000
37097,40000
37099,40000
37101,40000
37103,40000
37105,40000
37107,40000
37109,40000
37111,40000
37113,40000
37115,40000
37117,40000
37119,40000
37121,40000
37123,40000
37125,40000
37127,40000
37129,40000
37131,40000
37133,40000
37135,40000
37137,40000
37139,40000
37141,40000
37143,40000
37145,40000
37147,40000
37149,40000
37151,40000
37153,40000
37155,40000
37157,40000
37159,40000
37161,40000
37163,40000
37165,40000
37167,40000
37169,40000
37171,40000
37173,40000
37175,40000
37177,40000
37179,40000
37181,40000
37183,40000
37185,40000
37187,40000
37189,40000
37191,40000
37193,40000
37195,40000
37197,40000
37199,40000
38001,40000
38003,40000
38005,40000
38007,40000
38009,40000
38011,40000
38013,40000
38015,40000
38017,40000
38019,40000
38021,40000
38023,40000
38025,40000
38027,40000
38029,40000
38031,40000
38033,40000
38035,40000
38037,40000
38039,40000
38041,40000
38043,40000
38045,40000
38047,40000
38049,40000
38051,40000
38053,40000
38055,40000
38057,40000
38059,40000
38061,40000
38063,40000
38065,40000
38067,40000
38069,40000
38071,40000
38073,40000
38075,40000
38077,40000
38079,40000
38081,40000
38083,40000
38085,40000
38087,40000
38089,40000
38091,40000
38093,40000
38095,40000
38097,40000
38099,40000
38101,40000
38103,40000
38105,40000
39001,40000
39003,40000
39005,40000
39007,40000
39009,40000
39011,40000
39013,40000
39015,40000
39017,40000
39019,40000
39021,40000
39023,40000
39025,40000
39027,40000
39029,40000
39031,40000
39033,40000
39035,40000
39037,40000
39039,40000
39041,40000
39043,40000
39045,40000
39047,40000
39049,40000
39051,40000
39053,40000
39055,40000
39057,40000
39059,40000
39061,40000
39063,40000
39065,40000
39067,40000
39069,40000
39071,40000
39073,40000
39075,40000
39077,40000
39079,40000
39081,40000
39083,40000
39085,40000
39087,40000
39089,40000
39091,40000
39093,40000
39095,40000
39097,40000
39099,40000
39101,40000
39103,40000
39105,40000
39107,40000
39109,40000
39111,40000
39113,40000
39115,40000
39117,40000
39119,40000
39121,40000
39123,40000
39125,40000
39127,40000
39129,40000
39131,40000
39133,40000
39135,40000
39137,40000
39139,40000
39141,40000
39143,40000
39145,40000
39147,40000
39149,40000
39151,40000
39153,40000
39155,40000
39157,40000
39159,40000
39161,40000
39163,40000
39165,40000
39167,40000
39169,40000
39171,40000
39173,40000
39175,40000
40001,40000
40003,40000
40005,40000
40007,40000
40009,40000
40011,40000
40013,40000
40015,40000
40017,40000
40019,40000
40021,40000
40023,40000
40025,40000
40027,40000
40029,40000
40031,40000
40033,40000
40035,40000
40037,40000
40039,40000
40041,40000
40043,40000
40045,40000
40047,40000
40049,40000
40051,40000
40053,40000
40055,40000
40057,40000
40059,40000
40061,40000
40063,40000
40065,40000
40067,40000
40069,40000
40071,40000
40073,40000
40075,40000
40077,40000
40079,40000
40081,40000
40083,40000
40085,40000
40087,40000
40089,40000
40091,40000
40093,40000
40095,40000
40097,40000
40099,40000
40101,40000
40103,40000
40105,40000
40107,40000
40109,40000
40111,40000
40113,40000
40115,40000
40117,40000
40119,40000
40121,40000
40123,40000
40125,40000
40127,40000
40129,40000
40131,40000
40133,40000
40135,40000
40137,40000
40139,40000
40141,40000
40143,40000
40145,40000
40147,40000
40149,40000
40151,40000
40153,40000
41001,40000
41003,40000
41005,40000
41007,40000
41009,40000
41011,40000
41013,40000
41015,40000
41017,40000
41019,40000
41021,40000
41023,40000
41025,40000
41027,40000
41029,40000
41031,40000
41033,40000
41035,40000
41037,40000
41039,40000
41041,40000
41043,40000
41045,40000
41047,40000
41049,40000
41051,40000
41053,40000
41055,40000
41057,40000
41059,40000
41061,40000
41063,40000
41065,40000
41067,40000
41069,40000
41071,40000
42001,40000
42003,40000
42005,40000
42007,40000
42009,40000
42011,40000
42013,40000
42015,40000
42017,40000
42019,40000
42021,40000
42023,40000
42025,40000
42027,40000
42029,40000
42031,40000
42033,40000
42035,40000
42037,40000
42039,40000
42041,40000
42043,40000
42045,40000
42047,40000
42049,40000
42051,40000
42053,40000
42055,40000
42057,40000
42059,40000
42061,40000
42063,40000
42065,40000
42067,40000
42069,40000
42071,40000
42073,40000
42075,40000
42077,40000
42079,40000
42081,40000
42083,40000
42085,40000
42087,40000
42089,40000
42091,40000
42093,40000
42095,40000
42097,40000
42099,40000
42101,40000
42103,40000
42105,40000
42107,40000
42109,40000
42111,40000
42113,40000
42115,40000
42117,40000
42119,40000
42121,40000
42123,40000
42125,40000
42127,40000
42129,40000
42131,40000
42133,40000
44001,40000
44003,40000
44005,40000
44007,40000
44009,40000
45001,40000
45003,40000
45005,40000
45007,40000
45009,40000
45011,40000
45013,40000
